record_time,Lifestyle & Consumer Aesthetics,Internet & Digital Culture,Film & Television Media,Gaming & Interactive Media,Music & Audio Trends,Fandoms & Cultural Expression,others
2025-04-06 00:57:31,0.5125628140703518,0.2663316582914573,0.07537688442211055,0.06030150753768844,0.035175879396984924,0.02512562814070352,0.02512562814070352
2025-04-05 00:57:31,0.3825628140703518,0.1563316582914573,0.15537688442211055,0.14530150753768844,0.095175879396984924,0.04712562814070352,0.01812562814070352
2025-04-04 00:57:31,0.3225628140703518,0.2563316582914573,0.19337688442211055,0.12830150753768844,0.067175879396984924,0.02612562814070352,0.01612562814070352
2025-04-03 00:57:31,0.4025628140703518,0.1463316582914573,0.15037688442211055,0.14130150753768844,0.122175879396984924,0.03812562814070352,0.01912562814070352
2025-04-02 00:57:31,0.2825628140703518,0.2863316582914573,0.20737688442211055,0.12230150753768844,0.078175879396984924,0.01612562814070352,0.01712562814070352
2025-04-01 00:57:31,0.4325628140703518,0.1363316582914573,0.14937688442211055,0.13930150753768844,0.089175879396984924,0.03512562814070352,0.01812562814070352
2025-03-31 00:57:31,0.2025628140703518,0.3563316582914573,0.21837688442211055,0.11330150753768844,0.066175879396984924,0.02712562814070352,0.01612562814070352
2025-04-07 01:08:48,0.48743718592964824,0.2864321608040201,0.06532663316582915,0.06030150753768844,0.03015075376884422,0.035175879396984924,0.035175879396984924
2025-04-08 01:06:40,0.5025125628140703,0.271356783919598,0.06532663316582915,0.06030150753768844,0.03015075376884422,0.04020100502512563,0.03015075376884422
2025-04-09 01:08:08,0.49746192893401014,0.27411167512690354,0.07106598984771574,0.05583756345177665,0.025380710659898477,0.04060913705583756,0.03553299492385787
2025-04-10 01:08:03,0.51010101010101,0.26262626262626265,0.0707070707070707,0.050505050505050504,0.025252525252525252,0.045454545454545456,0.03535353535353535
